,rating,review,review dictionary based sentiment
2787,minor,[Linux] dark/light theme: Buttons on tabbar don't get the theme background,0.0
2788,normal,Tracking protection shield panel should allow users to be informed about the decision they are making,0.0625
2789,normal,Decoding bug,-0.5
2790,normal,make undo close tab faster,0.2
2791,minor,Scroll bar is hard to find in devtools,-0.125
2792,normal,Add support for javascript in pdf (eg: animations in pdf presentations) to pdf.js,0.08333333333333333
2793,normal,"After FxA password reset, Sync datatype preferences are reset/lost",0.0
2794,major,Cannot drag & drop bookmarks from the Library after a prior attempt was made with a special folder,-0.05555555555555555
2795,normal,[e10s] Ghostery add-on tracking meta bug for e10s,-0.14285714285714285
2796,normal,Intermittent browser_alltabslistener.js | Test timed out - expected PASS,-0.16666666666666666
2797,normal,pdf.js marking text bug,-0.3333333333333333
2798,normal,Intermittent test_syncscheduler.js | Test timed out,-0.25
2799,minor,Up/Down arrow no longer opens the Search History dropdown after selecting DEL on the first element,0.0
2800,normal,PDF Viewer: bad rendering of Boadilla beamer blocks,-0.125
2801,normal,Placeholder icons for open search providers only show up after reload,0.0
2802,normal,Search dropdown footer and open search items have an inconsistent styling with the arrow panels,-0.06666666666666667
2803,normal,Poor typesetting in specific pdf file,-0.16666666666666666
2804,normal,[PDF Viewer] Bad rendering of the print when printing PDF in a tab that was not active during a moment,-0.05
2805,normal,Intermittent browser_urlbarSearchSingleWordNotification.js | Test timed out | Found a tab,-0.14285714285714285
2806,normal,Memory leak (and crash) when viewing a large PDF in print preview and then changing orientations.,-0.125
2807,normal,Intermittent browser_URLBarSetURI.js | Test timed out - expected PASS,-0.16666666666666666
2808,normal,Intermittent browser_934951_zoom_in_toolbar.js | uncaught exception - AbortError at chrome://browser/content/abouthome/aboutHome.js:228,-0.16666666666666666
2809,normal,Search is performed with a suggestion text on the mouse pointer instead of inputted text if mouse moves over dropdown unintentionally,0.0
2810,normal,use system location APIs for search default determination on Mac/Windows,0.0
2811,normal,Firefox doesn't display PDFs correctly at DropBox website,0.125
2812,normal,investigate too many SEARCH_SERVICE_COUNTRY_SUCCESS zeroes,0.0
2813,normal,Better telemetry for geo ip lookup failures,0.0
2814,normal,Intermittent browser_480893.js | Test timed out,-0.25
2815,normal,Reflow / scrolling performance has regressed in Firefox 36,0.0
2816,normal,Location bar text entered while creating a new window gets deleted,0.0
2817,normal,Intermittent test_location_error.js | xpcshell return code: 0 | run_test/< - [run_test/< : 39] 1 == 0,-0.125
2818,normal,Intermittent browser_translation_exceptions.js | application timed out after 330 seconds with no output,-0.1
2819,normal,[e10s] pdf.js error messages when loading PDF in e10s window: JavaScript error: line 0: Error: Exposing privileged or cross-origin callable is prohibited,-0.1
2820,normal,Slow re-rendering of schematic file and regression,-0.3333333333333333
2821,normal,PDF Rendering badly,-0.3333333333333333
2822,normal,Allow using a site's search provider without installing it?,0.0
2823,normal,error in PDF.JS (viewer.js) with self-printing PDFs,-0.25
2824,minor,keyword-triggered searches not tracked in FHR,0.0
2825,normal,Cannot create folder when adding bookmark and sync is in progress,0.08333333333333333
2826,minor,Sometimes suggestions list is not updated when the default search engine is changed using keyboard,0.0
2827,normal,Intermittent browser_parsable_script.js | This test exceeded the timeout threshold. It should be rewritten or split up,-0.07142857142857142
2828,normal,I found 34.0.5 Cannot update new version- Displaying like Firefox is being updated by another instance,0.06666666666666667
2829,normal,Intermittent browser_popup_blocker.js | Condition didn't pass,-0.25
2830,normal,handle relative icon paths in open search providers,0.0
2831,major,Firefox 36 Youtube videos do not play,0.0
2832,normal,"Intermittent browser_devices_get_user_media_in_frame.js | recording-device-events notification unexpected - Got 1, expected 0",-0.2857142857142857
2833,normal,"New tab page, more tiles on smaller screen automatic",0.0
2834,normal,Keyword input field placed wrongly,-0.2
2835,normal,Error printing when trying to print a pdf file after exiting 'Presentation Mode',-0.08333333333333333
2836,normal,"pdf.js hangs browser navigation, ignores back/forward to pdf only",-0.14285714285714285
2837,normal,Right-click to remove added search engines,0.0
2838,normal,Intermittent browser_testOpenNewRemoteTabsFromNonRemoteBrowsers.js | Uncaught exception - at chrome://mochitests/content/browser/browser/base/content/test/general/head.js:583 - Error: Timed out while waiting for a 'load'' event,-0.15384615384615385
2839,S4,New search box focuses every search engine between awesome bar and web page,0.07692307692307693
2840,normal,subject is null in forms.js after expireOldEntriesDeletion,0.0
2841,normal,Suggestions take 2s to appear after pasting into search field,0.0
2842,normal,Remove custom event handler in aboutaccounts,0.0
2843,major,A triple-click in the search bar no longer selects the whole text because the search menu appears instead,0.0
2844,normal,tracking protection: cvs.com doesn't load featured items,0.16666666666666666
2845,normal,Intermittent browser_600545.js | Test timed out - expected PASS,-0.16666666666666666
2846,normal,Tab Groups Manager: All new tabs created in any group appear in all groups,0.0
2847,normal,Intermittent browser_hiddenOneOffs_diacritics.js | Test timed out - expected PASS,-0.16666666666666666
2848,normal,Show visual warning if HPKP / DANE-TLSA or CAA has activated MiTM status,-0.09090909090909091
2849,normal,Make use of DuckDuckGo meta referrers instead using redirects for search results,0.0
2850,normal,[Control Center] Add history section to identity panel,0.0
2851,normal,Intermittent browser_broadcast.js | Test timed out | Found a tab,-0.14285714285714285
2852,normal,"Intermittent Win8 browser_tab_dragdrop2.js,browser_notification_tab_switching.js | Test timed out and a cascade of others due to the Start Screen being up",-0.058823529411764705
2853,normal,Non-system font antialiasing breaks after menubar customization,-0.16666666666666666
2854,normal,Move sync datatype selections to the web,0.0
2855,normal,Task Continuity Version 2 — Define and Design the Send/Push/Share Experience,0.1111111111111111
2856,normal,pdf clipboard put ever word on a separate line,0.0
2857,normal,Intermittent browser_panel_toggle.js | browser_panel_toggle.js | application crashed [@ mozalloc_abort(char const*)],-0.4
2858,normal,Devedition back button shouldn't have round corners on Windows 8+,0.0
2859,normal,Pocket offline experience,0.0
2860,normal,"Printing PDF Causes ""Unexpected Error"" (Affected By Zoom Level)",-0.2222222222222222
2861,S4,The Search Bar's UI should have clearer tooltips,0.125
2862,normal,[meta] [UX][Breakdown] Identify areas where the browser is lacking touch-friendliness,-0.2
2863,major,"In firefox since 34 branch - 37.0.2 version, Address bar expanded full in width causing hiding of the search bar+icon with double arrow menu created that cannot be customize?",0.0
2864,normal,"On first connection to a new site (typed without protocol), try https first",0.0
2865,normal,pdf.js cannot print notations correctly,0.2
2866,normal,[UX] Improve Ui of PDF.js and image viewer,0.14285714285714285
2867,normal,[UX] Explore better ways to display history and saved content (like bookmarks),0.16666666666666666
2868,normal,Using arrow keys while editing URL bar changes URL bar contents,0.0
2869,normal,PlacesUIUtils.leftPaneFolderId and friends should use Bookmarks.jsm,0.0
2870,minor,"After logging out from Pocket, Pocket panel's content is bigger, resize required but missing",0.0
2871,normal,Reader View button shouldn't be shown on Pocket website,0.0
2872,normal,Menu panel always shows a scroll bar when used at certain UI zoom levels,0.0
2873,normal,Images have gray stripes.,0.0
2874,major,Open 'New Private Tab' isn't working anymore,0.0
2875,normal,Pocket Social Api not removed if it was reinstalled in a downgrade,-0.08333333333333333
2876,normal,[DevEdition] Back button not rendered correctly,0.16666666666666666
2877,normal,NS_ERROR_FAILURE attempting to sync tabs.,0.0
2878,normal,Update back and forward button to use 2x icon in Windows Dev Edition theme,0.0
2879,normal,[meta] Third-party password manager add-ons interfere with Sync,-0.16666666666666666
2880,normal,Window border has glitches in Developer Edition or when using themes,-0.09090909090909091
2881,normal,"""TypeError: subject is null forms.js:232:14"" when syncing",0.0
2882,normal,Entering customize mode in Windows 10 switches the window color from white to accent color,0.0
2883,normal,Intermittent browser_pageInfo.js | Test timed out,-0.25
2884,normal,Sync doesn't sync the password metadata (like timestamps of the latest use or usage count),0.06666666666666667
2885,normal,"""Search Suggestions"" only works for Yahoo",0.16666666666666666
2886,normal,tracking protection: amazon.com search suggestions break,0.0
2887,normal,Intermittent test_fxa_migration.js | Test timed out,-0.25
2888,normal,DevEdition theme has a white titlebar on Yosemite whens tabs aren't in titlebar,0.0
2889,normal,"Non-standard percent-encoding in URLs, produced by the ""Add a Keyword for this Search..."" context menu button",0.0
2890,normal,Investigate options for customizing the Firefox start menu tile,0.0
2891,normal,Handle FxA email changes,0.0
2892,normal,Reduce space above tabs by 2px on Windows 10,0.0
2893,normal,Bad text rendering in PDF,-0.2
2894,normal,tracking protection: zillow.com side panel broken,0.0
2895,normal,Font rendering problem in pdf.js with HWA off,-0.14285714285714285
2896,normal,pdf.js's controls are also affected by the zooming actions initiated from the menu,0.0
2897,normal,Fix the magnifier/icon situation for keywords in awesomebar results,0.0
2898,normal,Intermittent browser_trackingUI_2.js | Uncaught exception - at chrome://mochitests/content/browser/browser/base/content/test/general/head.js:603 - Error: Timed out while waiting for a 'load'' event,-0.15384615384615385
2899,normal,Incorrect rendering of Stanley Park map,-0.16666666666666666
2900,normal,"Intermittent browser_URLBarSetURI.js | URL bar had user/pass stripped initially | after reverting - Got , expected example.com",-0.1
2901,normal,"Provide way to distinguish between ""Sync now"" Sync requests and scheduled Sync requests.",0.0
2902,normal,Prototype the Firefox Send/Share Feature,0.0
2903,normal,NS_ERROR_UNKNOWN_HOST error talking to auth server,-0.2
2904,normal,[e10s] Switching tab generates 4 frames (4 full runs of the RefreshDriver),0.0
2905,normal,The sidebar icons are blurry/pixelated on HiDPI displays,0.0
2906,normal,[tablet mode] Soft keyboard doesn't respect html5 input types,0.2222222222222222
2907,minor,Overridden default search engines are placed at the end of search engine list,0.0
2908,normal,Change copy text on Polaris TP checkbox to be more distinct from TP in PBM checkbox,0.0
2909,normal,Paint https part of the URL green when the connection is secure,0.08333333333333333
2910,normal,[Windows 10] update caption button styling for high contrast mode,0.0
2911,normal,Save pdf opened in window -> original file name is trimmed to first word of the file name,0.0
2912,normal,Firefox should warn if using HTTP basic auth without TLS,0.0
2913,normal,Product pages on Staples web site don't show product info if tracking protection is enabled,0.06666666666666667
2914,normal,Intermittent browser_focus.js | Test timed out - expected PASS,-0.16666666666666666
2915,normal,Responsive page scaling on certain browser resolutions makes new PBM page content float too much,0.06666666666666667
2916,normal,transition from shield to no shield creates weird transition,-0.1111111111111111
2917,normal,when typing in url shield icon should have same fade that site identity icon has to give focus to url entry,0.0
2918,normal,[UX] Explore color treatment of tracking protection shield,0.125
2919,normal,"Highlighted result in the Awesomebar-results-pane flickers, when deleting letters from the Location-bar via Delete key",-0.07692307692307693
2920,normal,enter on the about:home and about:newtab search fields should search immediately even if suggestions haven't been received yet,0.0
2921,normal,"Searchbar: using ""Ctrl + scroll wheel"" to change search engine causes flickering of autocomplete popup",-0.07142857142857142
2922,normal,Pasted text in a Facebook's comment,0.0
2923,normal,Intermittent browser_wyciwyg_urlbarCopying.js | application terminated with exit code -11,-0.16666666666666666
2924,normal,HiDPI images for official branding of the stub installer,0.0
2925,normal,Active tab has an ugly top border when a bright lightweight theme is being used,0.06666666666666667
2926,normal,search keywords not removed when search engine is removed,0.0
2927,normal,Entering customization mode clears the search bar and doesn't restore the value afterwards,0.07692307692307693
2928,major,"Firefox can't access HTTPS sites on a ""Child"" account",0.0
2929,normal,[Control Center] Nightly becomes unresponsive after changing windows themes while the control center is opened,-0.06666666666666667
2930,normal,new tab icon is not working properly,0.14285714285714285
2931,normal,Intermittent browser_trackingProtection_tour.js | {u'_capturedTaskStack': u'TaskImpl@resource://gre/modules/Task.jsm:270:20\ncreateAsyncFunction/asyncFunction@resource://gre/modules/Task.jsm:249:14\nTask_spawn@resource://gre/modules/Task.jsm:164:12\ntaski,-0.25
2932,normal,"Intermittent browser_subdialogs.js | Check the sub-dialog was unloaded - Got subdialog.xul, expected about:blank",-0.1111111111111111
2933,normal,Import settings from Microsoft Edge,0.0
2934,normal,Intermittent browser_documentnavigation.js | Test timed out - expected PASS,-0.16666666666666666
2935,normal,Search Panel suggestion flickers when the last search term is deleted,-0.09090909090909091
2936,normal,Intermittent unknown test url | uncaught exception - ReferenceError: info is not defined at chrome://mochitests/content/browser/browser/base/content/test/general/browser_save_private_link_perwindowpb.js:21,-0.15384615384615385
2937,normal,Search suggestions opt-in/out UI is confusing for the user,-0.125
2938,normal,Magnifier glass on about:home / newtab search fields should open the search panel,0.0
2939,normal,"Windows 10: when tabs in titlebar is disabled (the titlebar is enabled), the color of the titlebar does not (usually) match the dark grey color of the tabstrip",-0.07142857142857142
2940,normal,URLs of visited sites remain in History after corresponding History entries are deleted,0.0
2941,normal,Intermittent browser_contextmenu_childprocess.js | Test timed out | Found a tab after previous test timed out: https://example.com/browser/browser/base/content/test/general/subtst_contextmenu.html,-0.07692307692307693
2942,normal,Retry on certain network errors,-0.2
2943,normal,Port tests over from m-c to the remote new tab page,0.0
2944,normal,[Control Center] First panel gets wider when switching panels quickly using the keyboard,0.0
2945,normal,PDFs randomly don't load their fonts in print preview or when printed,-0.08333333333333333
2946,normal,Webrtc overrides Alt-D during call for Tabs sharing devices in menu bar,0.0
2947,normal,The search suggestions notification looks terrible for small Firefox windows,-0.1
2948,minor,"Search bar suggestions cannot be hidden by clicking dropmarker (magnifier icon), if searchbar is placed in Australis menu (≡)",0.0
2949,normal,Australis popup menus and Location bar/Search bar suggestions have wrong position after switching to fullscreen (F11) and back OR pressing F10 to show and hide Menu bar,-0.038461538461538464
2950,normal,Unable to scroll on time.com (and 'menu' button doesn't work) with Tracking Protection enabled,0.08333333333333333
2951,normal,"Intermittent browser_urlbarSearchSuggestionsNotification.js | This test exceeded the timeout threshold. It should be rewritten or split up. If that's not possible, use requestLongerTimeout(N), but only as a last resort. - expected PASS",-0.03571428571428571
2952,normal,Editing username in password manager window don't update last changed date,0.0
2953,normal,Import home page (start page) from Microsoft Edge,0.0
2954,normal,Migrating your FxA to DevEdition then disconnecting it causes your main profile to enter need reauthentication state,0.0
2955,normal,Intermittent browser_pdfjs_zoom.js | application terminated with exit code -11,-0.16666666666666666
2956,normal,Intermittent browser_broadcast.js | This test exceeded the timeout threshold. It should be rewritten or split up.,-0.07142857142857142
2957,normal,"Intermittent browser_subdialogs.js | application terminated with exit code -11 after  Assertion failure: 0 == rv, at ptthread.c:288",-0.16666666666666666
2958,normal,Identity popup width(alignment) is incorrect in Japanese version Firefox Developer Edition,-0.08333333333333333
2959,normal,Figure out how to deal with nested protocols (e.g. view-source) for the location bar security indicator,0.0
2960,normal,Intermittent browser_1087303_button_preferences.js | Uncaught exception - Page didn't load within 20000ms,-0.125
2961,normal,Need telemetry for popup blocked banner UI elements,0.0
2962,normal,plugin container stopped working with exception code 0x80000003,0.0
2963,normal,Intermittent browser_yahoo_behavior.js | application terminated with exit code -11,-0.16666666666666666
2964,normal,Tracking protection breaks some images on http://www.nfl.com,0.0
2965,normal,Intermittent browser_save_link-perwindowpb.js | Test timed out,-0.25
2966,normal,[Control Center] Blue blackground of subview is not rendered completely to the left border during a short time on HiDPI (125%),0.0
2967,normal,Intermittent browser_sanitizeDialog.js | Test timed out,-0.25
2968,normal,Intermittent browser_trackingUI_telemetry.js | Uncaught exception - at chrome://mochitests/content/browser/browser/base/content/test/general/head.js:624 - Error: Timed out while waiting for a 'load'' event,-0.15384615384615385
2969,normal,"Intermittent browser_newtab_1188015.js | A promise chain failed to handle a rejection: - at chrome://mochitests/content/browser/browser/base/content/test/newtab/browser_newtab_1188015.js:27 - TypeError: titleNode is null,  Test timed out",-0.1111111111111111
2970,major,Location Bar allows character escaping and shows raw JSON in autocomplete pop-up,0.0
2971,normal,Can't log into Facebook Messenger when tracking protection is enabled,0.1
2972,normal,Firefox from Fedora 22 crashes with the NVIDIA blob driver,-0.1
2973,normal,Intermittent browser_bug1025195_switchToTabHavingURI_aOpenParams.js | Condition didn't pass,-0.25
2974,normal,Intermittent browser_bug1104165-switchtab-decodeuri.js | Uncaught exception - at chrome://mochitests/content/browser/browser/base/content/test/general/head.js:624 - Error: Timed out while waiting for a 'load'' event,-0.15384615384615385
2975,normal,PDF containing specific font renered ugly in firefox,-0.125
2976,normal,Intermittent browser_UITour_detach_tab.js | Event did not happen within 5 seconds,-0.125
2977,normal,right-click menu on one-click buttons is missing on about:home/about:newtab,0.0
2978,normal,"Intermittent browser_urlbar_autoFill_backspaced.js | The type attribute ""autofill heuristic"" includes the expected action ""visiturl"" -",-0.09090909090909091
2979,normal,"[Control Center] The background color of the "">"" button is not totally grey when hovering over it",0.0
2980,normal,[Control Center] The selection rectangle remains displayed for the navigation buttons,0.0
2981,normal,Make plugin.disable_full_page_plugin_for_types a proper default preference,0.2
2982,normal,Intermittent browser_fxa_oauth.js | uncaught exception - NS_ERROR_FAILURE: at browser_fullscreen-window-open.js:314,-0.25
2983,normal,"Search suggestions notification doesn't appear in urlbar if user has disabled history, bookmarks, open tabs suggestions",-0.0625
2984,normal,[User Story] Based on category of information - present info / query results separated by type,0.0
2985,normal,[User Story] Ability to retrieve additional information as a separate page by catagory,0.0
2986,normal,[User Story] able to perform a search from the default search engine directly from the presented information,0.0
2987,normal,[User Story] Able to enable/disable the Context Search feature,0.0
2988,normal,"[User Story] able to retrieve information about how Firefox categorized my query, and provide corrections if I feel they are relevant to improve the quality of the results",0.03571428571428571
2989,normal,[User Story] Able to specify preferred services for some types of information over the defaults,0.0
2990,normal,Intermittent browser_tabfocus.js | Uncaught exception - at chrome://mochitests/content/browser/browser/base/content/test/general/head.js:624 - Error: Timed out while waiting for a 'load'' event,-0.15384615384615385
2991,normal,'view source' of an https page uses the lock icon until the page is refreshed,0.07142857142857142
2992,normal,Intermittent test_bug437844.xul | Test timed out.,-0.25
2993,normal,"Intermittent test_nsDefaultURIFixup_info.js | do_single_test_run - [do_single_test_run : 595] null == ""http://[::1][100/""",-0.25
2994,normal,[UX] plan and run usability test of new identity block icons when streaming camera or microphone,0.0
2995,normal,Bookmarks sync smushes folders with empty titles,0.0
2996,normal,URL bar highlighting for EV certs truncates long org names,0.0
2997,normal,Refactor and externalize sync status bar UI code,0.0
2998,normal,Intermittent browser_tabview_multiwindow_search.js | Test timed out -,-0.25
2999,normal,Location is enabled but no permissions show up in Control Center,0.0
3000,normal,Implement pre-canned newtab page for offline installs,0.0
3001,normal,Intermittent TEST-UNEXPECTED-FAIL | browser_documentnavigation.js | uncaught exception - NS_ERROR_ILLEGAL_VALUE: Component returned failure code: 0x80070057 (NS_ERROR_ILLEGAL_VALUE) [nsINavBookmarksService.runInBatchMode] at resource:///modules/PlacesUIUt,-0.2
3002,normal,Detect when password elements are visible on a page,0.0
3003, --,"Problem pdf.js, printing, mail - why using Adobe",-0.16666666666666666
3004,normal,"Extremely fuzzy text rendering, likely linked to Medium - 125% dpi setting",-0.09090909090909091
3005,normal,Remove WARNING_GEOLOCATION_REQUEST_ telemetry once telemetry for permissions notifications is ready,0.1111111111111111
3006,normal,"default ""Mozilla Start Page"" moves focus away from the address bar",0.0
3007,critical,Nightly's session restore is not working after updates,0.0
3008,normal,Intermittent syncengine_test.js | SyncEngine syncNow resolves its promise - timeout of 500ms exceeded,0.1
3009,normal,"Offer to search for typed ""urls""",0.0
3010,normal,Intermittent browser_pdfjs_main.js | Test timed out -,-0.25
3011,normal,Intermittent browser_thumbnails_storage_migrate3.js | application terminated with exit code -11,-0.16666666666666666
3012,normal,Intermittent browser_bug676619.js | Test timed out,-0.25
3013,normal,Intermittent browser_aboutTabCrashed_clearEmail.js | uncaught exception - TypeError: browser.contentDocument.documentElement is null at resource:///modules/ContentCrashReporters.jsm:134,-0.125
3014,normal,"Intermittent browser_trackingUI_1.js | Uncaught exception - [Exception... ""Component returned failure code: 0x80040111 (NS_ERROR_NOT_AVAILABLE) [nsIUrlClassifierDBService.beginUpdate]""",-0.2222222222222222
3015,normal,Support a switch-to-tab autofill entry,0.25
3016,normal,Implement modified design of site name for when it breaks width of control center panel,-0.06666666666666667
3017,normal,Intermittent e10s browser_pdfjs_views.js | Test timed out,-0.2
3018,normal,"Intermittent browser_subdialogs.js | Height on the frame should be higher now - Got 5em, expected 135px",-0.07692307692307693
3019,normal,[UX] Adapt control center panel to reflect when permission is requested from an iframe url not the domain user visited,0.0
3020,normal,Odd behaviors of the RC4 notifications bar,-0.14285714285714285
3021,normal,Firefox won't export bookmarks to HTML or JSON,0.0
3022,normal,Intermittent browser_fxa_web_channel.js | Found an unexpected tab at the end of test run: http://example.com/browser/browser/base/content/test/general/browser_fxa_web_channel.html?delete -,-0.15384615384615385
3023,normal,The _isDefault implementation is fragile and not really needed,-0.125
3024,normal,Intermittent browser_remotenewtab_pageloads.js | application terminated with exit code -11,-0.16666666666666666
3025,normal,Intermittent TEST-UNEXPECTED-FAIL | browser_bookmark_titles.js | Test timed out -,-0.25
3026,normal,PDFJS crashes firefox in Samsung tab e,-0.14285714285714285
3027,normal,"Intermittent browser_trackingUI_5.js | Uncaught exception - [Exception... ""Component returned failure code: 0x80040111 (NS_ERROR_NOT_AVAILABLE) [nsIUrlClassifierDBService.beginUpdate]"" nsresult: ""0x80040111 (NS_ERROR_NOT_AVAILABLE)"" location: ""JS frame ::",-0.14285714285714285
3028,normal,AwesomeBar dropdown arrow changes position due to Reader Mode & pageAction Add-ons,0.0
3029,normal,"Intermittent browser_bug590206.js | Found an unexpected tab at the end of test run: data:text/html,hi",-0.15384615384615385
3030,normal,Synced Tabs menu panel is not accessible,0.14285714285714285
3031,normal,Use keyword searches' url as history search key,0.0
3032,minor,One click search alias save issue,-0.16666666666666666
3033,normal,Popup with alternate search engines doesn't show up when I press Down key in search bar (after specific steps),0.0
3034,normal,"Intermittent test_location_error.js | xpcshell return code: 0 | run_test/< - [run_test/< : 23] [0,1,0] deepEqual [1,0,0]",-0.14285714285714285
3035,normal,Differentiate the selected string from hovered string from search suggestion,0.0
3036,normal,Copying a profile breaks Sync/FxA's device concept,-0.16666666666666666
3037,major,Bookmarks sync issue,-0.3333333333333333
3038,normal,Intermittent browser_beforeunload_duplicate_dialogs.js | There should have been a dialog.,-0.14285714285714285
3039,normal,Smart keyword suggestion not showing icon in Unified Complete,0.1111111111111111
3040,normal,Transition from flash plugin notification to no flash plugin notification creates weird transition,-0.07692307692307693
3041,normal,Intermittent test_identity_manager.js | Test timed out,-0.25
3042,normal,Intermittent browser_page_style_menu_update.js | Test timed out,-0.25
3043,normal,Intermittent browser_beforeunload_duplicate_dialogs.js | This test exceeded the timeout threshold. It should be rewritten or split up.,-0.07142857142857142
3044,normal,Intermittent test_engine.js | Test timed out,-0.25
3045,normal,Intermittent browser_addCertException.js | Test timed out,-0.25
3046,normal,Intermittent test_places_guid_downgrade.js | Test timed out,-0.25
3047,normal,Intermittent test_Edge_availability.js | Test timed out,-0.25
3048,normal,Intermittent test_prefs_store.js | Test timed out,-0.25
3049,normal,Intermittent test_logmanager.js | Test timed out,-0.25
3050,normal,"Intermittent browser_bug561636.js | This test exceeded the timeout threshold. It should be rewritten or split up. If that's not possible, use requestLongerTimeout(N), but only as a last resort",-0.047619047619047616
3051,normal,Intermittent test_clients_escape.js | Test timed out,-0.25
3052,major,[e10s] browser.tabs.animate/toolkit.cosmeticAnimations.enabled = false - makes black (Lin) or white (Win) blinks and flashes when switching (Lin) or closing (Win) tabs,0.05555555555555555
3053,normal,Improve tooltips on Live Bookmarks and allow to copy the site URI,0.08333333333333333
3054,normal,Intermittent browser_bug822367.js | This test exceeded the timeout threshold. It should be rewritten or split up.,-0.07142857142857142
3055,normal,Android and iOS links are not opened using the mouse wheel,0.0
3056,major,Searchbar causes 25% CPU consumption and doesn't show suggestions after specific steps (userstory),0.0
3057,normal,Modify the cert error message when the local system clock is misconfigured,-0.08333333333333333
3058,minor,Mouse-over selects from search suggestions on about:home,0.0
3059,normal,Collect and visualize metrics on users who experience read/write collision of sync data,0.0
3060,normal,Location bar is not updated when deleting search suggestion entries,0.0
3061,normal,[experiment] Add a link to report site breakage in TP panel in Control Center,0.0
3062,normal,Location bar doesn't display suggestions when I type a symbol after pressing Escape twice,0.0
3063,normal,pdf duplicate rendering images and text,0.0
3064,normal,[experiment] Data collection for Tracking Protection Breakage,0.14285714285714285
3065,normal,Intermittent browser_bug623893.js | Test timed out,-0.25
3066,normal,Technical information not shown on framed cert error pages,-0.1111111111111111
3067,normal,Gracefully handle 413 (request too large) responses uploading to storage.,0.1
3068,normal,No option to add search engine via page action or search bar for built-in search engines that were previously removed,0.0
3069,normal,"Intermittent browser_webconsole_trackingprotection_errors.js | Uncaught exception - [Exception... ""Component returned failure code: 0x80040111 (NS_ERROR_NOT_AVAILABLE) [nsIUrlClassifierDBService.beginUpdate]"" nsresult: ""0x80040111 (NS_ERROR_NOT_AVAILABLE)",-0.18181818181818182
3070,normal,Intermittent browser_newtab_unpin.js | Test timed out,-0.25
3071,normal,Hovering over a one-off button on about:home should show the name of the search engine,0.0
3072,normal,"google keep, oops something went wrong, please click here to reload the page",-0.07692307692307693
3073,normal,Intermittent browser_bug623893.js | uncaught exception - TypeError: gBrowser.sessionHistory is undefined at chrome://mochitests/content/browser/browser/base/content/test/general/browser_bug623893.js:28,-0.25
3074,normal,"[e10s] Possible to end up with 0 (zero) visuallyselected=""true"" tabs",0.0
3075,normal,"Intermittent browser_bug624734.js | BookmarkingUI was updating for too long, Star icon should have the unstarred tooltip text, application timed out after 330 seconds with no output",-0.041666666666666664
3076,normal,"Intermittent browser_newtab_bug876313.js | grid status = 0,1,2,3,4,5,6,7,8 - Got 0,99,1,2,3,4,5,6,7, expected 0,1,2,3,4,5,6,7,8",-0.2
3077,normal,Intermittent browser_closeTab.js | Test timed out,-0.25
3078,normal,Intermittent browser_trackingProtection_tour.js | Test timed out,-0.25
3079,normal,PDF viewer font rendering inconsistent spacing,-0.16666666666666666
3080,normal,Intermittent browser_newtab_disable.js | Uncaught exception - TypeError: content.gGrid is undefined,-0.3333333333333333
3081,normal,"Intermittent browser_urlbarDecode.js | url - ""moz-action:visiturl,{\""url\"":\""http%3A%2F%2Fexample.com%2F%2520%2522%2C%2520%2522url%2522%3A%2520%2522bar\"",\""input\"":\""http%3A == ""moz-action:visiturl,{\""url\"":\""http%3A%2F%2Fexample.com%2F%255C\"",\""input\"":\",-0.045454545454545456
3082,normal,Intermittent e10s browser_referrer_simple_click.js | application crashed [@ mozilla::(anonymous namespace)::RunWatchdog(void*)],-0.25
3083,normal,Special Latvian characters are printed as garbage,-0.14285714285714285
3084,normal,Modernized aboutCertError UI alignment,0.0
3085,normal,"Intermittent browser_newtab_bug765628.js | grid status = 0,99p,1,2,3,4,5,6,7 - Got 0,,1,2,3,4,5,6,7, expected 0,99p,1,2,3,4,5,6,7",-0.16666666666666666
3086,normal,[meta] Synced Tabs UI Refresh polish,0.16666666666666666
3087,normal,Bookmark panel layout overflows when expanding folder list,0.0
3088,normal,[e10s] PageMod's onAttach handler stops getting called after tab was drag&dropped to another window,-0.06666666666666667
3089,normal,PluralSight registration page doesn't work with tracking protection enabled,0.2222222222222222
3090,normal,Tracking protection breaks the display of Featured Sections on cnn.com,0.0
3091,normal,"pdf displays as garbage, slices of stuff - e.g. http://www.garponline.com/7idanl.pdf",-0.07142857142857142
3092,normal,Intermittent browser_urlbarTrimURLs.js | Found an unexpected tab at the end of test run: http://example.com/ -,-0.16666666666666666
3093,normal,Intermittent browser_UITour_modalDialog.js | Event did not happen within 5 seconds,-0.125
3094,normal,"Intermittent browser_newtab_bug735987.js | grid status = 0,99p,1,2,3,4,5,6,7 - Got 0,,1,2,3,4,5,6,7, expected 0,99p,1,2,3,4,5,6,7",-0.16666666666666666
3095,minor,"""NS_ERROR_ILLEGAL_VALUE: Invalid arguments"" error while selecting recently bookmarked folder from Library",-0.2
3096,normal,Location bar gets cleared when autocomplete history dropdown is closed,0.1
3097,normal,ChuClone game crashed when attempted to open with Firefox version 45.0b6,-0.1
3098,normal,Find dialog text is reset when switching tabs from pdf viewer to another page and back,0.0
3099,normal,[e10s] FormSubmitObserver should be a singleton in a process script,0.0
3100,normal,Intermittent test_Chrome_cookies.js | Test timed out,-0.25
