Bug ID,Product,Component,Assignee,Status,Resolution,Summary,Change Request,Priority,Severity
276934,Firefox,Keyboard Navigation,aaronlev,RESOLVED,DUPLICATE,"After closing tab, Space doesn't scroll down one page", ---,P1,normal
1589425,Firefox,Messaging System,abenson,RESOLVED,WONTFIX,Promoting Picture in Picture using CFR, ---,P1,normal
1712221,Firefox,New Tab Page,achurchwell,RESOLVED,WONTFIX,"Update ""personalize"" drawer drop shadow", ---,P1, --
1720578,Firefox,Top Sites,achurchwell,RESOLVED,DUPLICATE,Sponsored Topsites should retrieve their icons from Contile CDN, ---,P1, --
1750788,Firefox,New Tab Page,achurchwell,RESOLVED,INVALID,Add ability for New Tab Page to set a theme, ---,P1, --
1060367,Firefox,Search,adw,RESOLVED,WORKSFORME,[e10s] Search engine add-ons using POST do not work with e10s, ---,P1,normal
1326826,Firefox,Search,adw,RESOLVED,DUPLICATE,Popup with search suggestions hides on 'mousedown' over some buttons, ---,P1,normal
1328104,Firefox,Search,adw,RESOLVED,DUPLICATE,Add Search Engine Button Does Not Work, ---,P1,normal
1358676,Firefox,Address Bar,adw,RESOLVED,INVALID,One-off hover/mouseover color should be darker to match spec, ---,P1,normal
1377535,Firefox,Theme,adw,RESOLVED,WORKSFORME,Icons in page action popup should explicitly set a fill color, ---,P1,normal
1423247,Firefox,Address Bar,adw,RESOLVED,WONTFIX,Couple Awesome Bar Composition (matchBuckets pref) to user's Address bar state (unified vs. 2 bar), ---,P1,normal
1492226,Firefox,Address Bar,adw,RESOLVED,WONTFIX,Move UnifiedComplete.js to browser/components/urlbar, ---,P1,normal
1512110,Firefox,Address Bar,adw,RESOLVED,DUPLICATE,Implement selection/highlighting, ---,P1,normal
1550584,Firefox,Address Bar,adw,RESOLVED,WORKSFORME,The space around the identity box separator/divider is now asymmetrical, ---,P1,normal
1595653,Firefox,Address Bar,adw,RESOLVED,WONTFIX,[Nudges] Let extensions set the urlbar value or at least clear it, ---,P1,normal
1602953,Firefox,Address Bar,adw,RESOLVED,WONTFIX,Don't use the fade gradient for tip text, ---,P1,normal
1614092,Firefox,Address Bar,adw,RESOLVED,DUPLICATE,"Make proposal v2 for letting experiment extensions create their own result types with custom views, plus prototype", ---,P1,normal
1617076,Firefox,Address Bar,adw,RESOLVED,WONTFIX,Force the muxer to ignore built-in tips when extension tips are present, ---,P1,normal
1625254,Firefox,Address Bar,adw,RESOLVED,WONTFIX,NVDA screen reader doesn’t read the intervention cards “Get Help” button on mouseover, ---,P1,normal
1290976,Firefox,Sync,alex,RESOLVED,DUPLICATE,Add analytics for clicks on send tab notification UI, ---,P1,normal
1319576,Firefox,Sync,alex,RESOLVED,DUPLICATE,Create Dashboard for Validation Data in ReDash, ---,P1,normal
1480197,Firefox,Protections UI,amarchesini,RESOLVED,DUPLICATE,Crash in the content process due to an assertion in AntiTrackingCommon.cpp, ---,P1,normal
1512141,Firefox,Protections UI,amarchesini,RESOLVED,DUPLICATE,[Content Blocking] We don't dispatch STATE_COOKIES_BLOCKED_TRACKER when the response comes from the cache, ---,P1,normal
1514773,Firefox,Protections UI,amarchesini,RESOLVED,DUPLICATE,User is unable to login to Pinterest via Google account while content blocking is set to Standard, ---,P1,normal
1421430,Firefox,New Tab Page,andrei.br92,RESOLVED,DUPLICATE,Add a URL field the Top Site editor so users can pick their own imagery, ---,P1,normal
1421432,Firefox,New Tab Page,andrei.br92,RESOLVED,INVALID,Imported bookmarks don't show up in Highlights, ---,P1,normal
1497498,Firefox,Messaging System,andrei.br92,RESOLVED,DUPLICATE,"The ""CFR Recommendation"" add-ons cannot be installed anymore", ---,P1,normal
1501816,Firefox,Messaging System,andrei.br92,RESOLVED,DUPLICATE,Add message and targeting to Pin Tab CFR, ---,P1,normal
1513317,Firefox,Messaging System,andrei.br92,RESOLVED,DUPLICATE,Emergency off plan for about:welcome experiences based on site attribution - in this case Return to AMO, ---,P1,normal
1513819,Firefox,Messaging System,andrei.br92,RESOLVED,WONTFIX,Snippets Targeting: Local time, ---,P1,normal
1514749,Firefox,New Tab Page,andrei.br92,RESOLVED,INVALID,"The ""CFR"" recommendations are not triggered on Firefox Release 64", ---,P1,normal
1522551,Firefox,New Tab Page,andrei.br92,RESOLVED,WONTFIX,Mock experiment enrollment via ASRouter debug, ---,P1,normal
1525431,Firefox,New Tab Page,andrei.br92,RESOLVED,INVALID,Link navigation for cards, ---,P1,normal
1536483,Firefox,Messaging System,andrei.br92,RESOLVED,DUPLICATE,Review RTL / long and short strings for CFR template, ---,P1,normal
1537873,Firefox,Messaging System,andrei.br92,RESOLVED,WONTFIX,"The browser's ""Back"" button is wrongly active on the ""about:preferences#general"" page, if the page is opened from the CFR Pin Tab doorhanger", ---,P1,normal
1543125,Firefox,Messaging System,andrei.br92,RESOLVED,DUPLICATE,Land strings for FxA message, ---,P1,normal
1562166,Firefox,Messaging System,andrei.br92,RESOLVED,WONTFIX,"The ""CFR FxA Bookmark Panel Message"" is not correctly adjusted on the Firefox ""ru"" locale", ---,P1,normal
1574946,Firefox,Messaging System,andrei.br92,RESOLVED,INVALID,Create a new messaging system provider that points to the RS stage bucket with the same name, ---,P1,normal
1575931,Firefox,Messaging System,andrei.br92,RESOLVED,DUPLICATE,Add icon asset for Protection Report message, ---,P1,normal
1578385,Firefox,Messaging System,andrei.br92,RESOLVED,WONTFIX,"The “Dismiss” button from the ""FxA Bookmark Panel Message"" is not visibly selected when focused using the keyboard", ---,P1,normal
1583025,Firefox,Messaging System,andrei.br92,RESOLVED,DUPLICATE,Address bar pushes Hamburger button out of browser after expanding the browser width if whats-new-menu-button is displayed., ---,P1,normal
1589653,Firefox,Messaging System,andrei.br92,RESOLVED,WONTFIX,"The ""BOOKMARK_SYNC_CFR"" recommendation is wrongly triggered when a page is bookmarked", ---,P1,normal
1589731,Firefox,Messaging System,andrei.br92,RESOLVED,DUPLICATE,Update targeting for What's New and Firefox accounts badging, ---,P1,normal
1598429,Firefox,Messaging System,andrei.br92,RESOLVED,DUPLICATE,Allow configurable URL parameters in remote messages, ---,P1,normal
1609808,Firefox,Messaging System,andrei.br92,RESOLVED,DUPLICATE,Intermittent browser/components/newtab/test/browser/browser_onboarding_rtamo.js | Should render .ReturnToAMOOverlay - null == true -, ---,P1,normal
1615338,Firefox,Messaging System,andrei.br92,RESOLVED,INVALID,Land strings for What's New Panel content in Firefox 74, ---,P1,normal
1619981,Firefox,Messaging System,andrei.br92,RESOLVED,WONTFIX,Investigate low enrollment rate for Chrome Switchers experiment, ---,P1,normal
1656362,Firefox,Messaging System,andrei.br92,RESOLVED,INVALID,[CFR] Recommendation Request: Password Import, ---,P1, --
1660982,Firefox,Messaging System,andrei.br92,RESOLVED,DUPLICATE,Deploy messages WNPanel messages for 81, ---,P1,S3
1662542,Firefox,Messaging System,andrei.br92,RESOLVED,WONTFIX,Ion message for What's New Panel 85, ---,P1, --
1691149,Firefox,Messaging System,andrei.br92,RESOLVED,WONTFIX,Homepage remediation CFR Roll-out, ---,P1,S3
1716558,Firefox,Nimbus Desktop Client,andrei.br92,RESOLVED,DUPLICATE,Validate enrolled experiments whenever we call ExperimentManager.add in tests, ---,P1, --
1716889,Firefox,Messaging System,andrei.br92,RESOLVED,WORKSFORME,Intermittent toolkit/components/messaging-system/schemas/TriggerActionSchemas/test/browser/browser_asrouter_trigger_listeners.js | Found a tab after previous test timed out: https://example.com/browser/browser/components/newtab/test/browser/red_page.html, ---,P1,S4
1720366,Firefox,Messaging System,andrei.br92,RESOLVED,WONTFIX,"DoH CFR doorhanger: Do not show ""More secure, encrypted DNS lookups"" dialog to new users", ---,P1,S3
1733239,Firefox,Messaging System,andrei.br92,RESOLVED,WORKSFORME,Intermittent [tier 2] toolkit/components/messaging-system/schemas/SpecialMessageActionSchemas/test/browser/browser_sma_configure_homepage.js | uncaught exception - Error: No DOM node set for aPlacesNode., ---,P1,S4
1736551,Firefox,Messaging System,andrei.br92,RESOLVED,DUPLICATE,Messaging system should check for update notification doorhager, ---,P1, --
1743128,Firefox,Messaging System,andrei.br92,RESOLVED,DUPLICATE,Stop showing Mozilla VPN campaign messages in PBM in regions where it is not available, ---,P1,S3
331123,Firefox,Bookmarks & History,annie.sullivan,RESOLVED,DUPLICATE,no bookmarks in menu when no windows are open on Mac OS X, ---,P1,normal
348947,Firefox,Toolbars and Customization,asaf,RESOLVED,DUPLICATE,"When customizing toolbars, search box textfield still has I-beam cursor and is cannot be dragged", ---,P1,normal
575254,Firefox,Tabbed Browser,asaf,RESOLVED,DUPLICATE,Reduce TabBrowser XBL usage to minimum, ---,P1,normal
575258,Firefox,Tabbed Browser,asaf,RESOLVED,WONTFIX,Decouple the tabbrowser binding from its implementation, ---,P1,normal
327196,Firefox,Bookmarks & History,benjamin,RESOLVED,DUPLICATE,Build with --enable-places by default, ---,P1,normal
648664,Firefox,Extension Compatibility,benjamin,RESOLVED,INCOMPLETE,Create an MDC page listing all known XPCOM interface changes from Firefox 4 to 5, ---,P1,major
412862,Firefox,Preferences,bent.mozilla,RESOLVED,WONTFIX,Change the 'allow scripts to move or resize existing windows' pref to a whitelist, ---,P1,normal
1691777,Firefox,Toolbars and Customization,bigiri,RESOLVED,DUPLICATE,Remove What's New button, ---,P1,N/A
1751183,Firefox,New Tab Page,bigiri,RESOLVED,INVALID,Provide a link to about:addons in the Colorway Closet UI, ---,P1,N/A
1249978,Firefox,General,bill.mccloskey,RESOLVED,INVALID,[e10s] SLOW_SCRIPT_NOTICE_COUNT regressed in beta experiment, ---,P1,normal
1572174,Firefox,Address Bar,bmiroglio,RESOLVED,DUPLICATE,Define engagement success for the search nudges add-on experiment, ---,P1,normal
327160,Firefox,Installer,brettw,RESOLVED,INVALID,SpellCheck dictionary distribution strategy, ---,P1,normal
327367,Firefox,Bookmarks & History,brettw,RESOLVED,DUPLICATE,Some favicons are mis-sized, ---,P1,normal
327491,Firefox,Bookmarks & History,brettw,RESOLVED,WONTFIX,bookmarks_history.sqlite is way bigger than history.dat, ---,P1,normal
330359,Firefox,Bookmarks & History,brettw,RESOLVED,DUPLICATE,Host grouping doesn't get updated for visit dates, ---,P1,normal
325176,Firefox,Bookmarks & History,bryner,RESOLVED,INVALID,Ensure Places Migrates Correctly, ---,P1,normal
325285,Firefox,Bookmarks & History,bryner,RESOLVED,WONTFIX,Support multiple instances of the same URI in a single folder, ---,P1,normal
216436,Firefox,General,bugs,RESOLVED,WORKSFORME,"Firebird is crashy, find out why.", ---,P1,blocker
217410,Firefox,General,bugs,RESOLVED,INVALID,Bump skin version?, ---,P1,normal
320286,Firefox,Bookmarks & History,bugs,RESOLVED,DUPLICATE,Undo/Redo menu items and keybindings for places, ---,P1,normal
326614,Firefox,Bookmarks & History,bugs,RESOLVED,INVALID,Resolve day picking UI issues, ---,P1,normal
329203,Firefox,Bookmarks & History,bugs,RESOLVED,WORKSFORME,[BeOS] Places toolbar does not show bookmarks, ---,P1,critical
330031,Firefox,Bookmarks & History,bugs,RESOLVED,DUPLICATE,Refusal to delete bookmarks folder with separators in it, ---,P1,normal
330143,Firefox,Bookmarks & History,bugs,RESOLVED,DUPLICATE,New Folder button should always create a new folder, ---,P1,normal
330926,Firefox,Bookmarks & History,bugs,RESOLVED,WORKSFORME,Error: PlacesOrganizer._places has no properties, ---,P1,normal
419798,Firefox,Extension Compatibility,bugs,RESOLVED,INVALID,Adblock Plus broken on trunk, ---,P1,major
191524,Firefox,Preferences,bugzilla,RESOLVED,DUPLICATE,Options Dialog UI, ---,P1,normal
231054,Firefox,Preferences,bugzilla,RESOLVED,DUPLICATE,Privacy Options Reorganization, ---,P1,normal
252198,Firefox,General,bugzilla,RESOLVED,DUPLICATE,"weak XUL security allows chrome UI spoofing (""phishing"" attack)", ---,P1,critical
663953,Firefox,Sync,bugzilla,RESOLVED,DUPLICATE,Possible server data corruption after user migration, ---,P1,major
1532562,Firefox,General,bugzilla,RESOLVED,DUPLICATE,Inconsistent launcher process status between about:support and telemetry, ---,P1,normal
1568553,Firefox,Firefox Accounts,bugzilla,RESOLVED,INVALID,Evaluate use of interstitial when clicking Send/Monitor buttons in FxA toolbar menu, ---,P1,normal
1429156,Firefox,Enterprise Policies,bytesized,RESOLVED,WONTFIX,"Policy: Don't show ""Your Rights"" notification", ---,P1,normal
1573139,Firefox,Security,carolina.jimenez.g,RESOLVED,DUPLICATE,Getting undefined in Certificate Authority (about:certificate), ---,P1,normal
1580500,Firefox,Security,carolina.jimenez.g,RESOLVED,DUPLICATE,Hard-coded section names in new certificate viewer, ---,P1,normal
1467729,Firefox,General,ccorcoran,RESOLVED,INVALID,Stackwalking should be disallowed for the stackwalk thread, ---,P1,normal
1467730,Firefox,General,ccorcoran,RESOLVED,INVALID,Stackwalk thread trigger should be restricted to WM_USER, ---,P1,normal
1054960,Firefox,Sync,chiovolonit,RESOLVED,WONTFIX,Fix sync to handle the current search engine being stored outside of preferences, ---,P1,normal
1287473,Firefox,Sync,chiovolonit,RESOLVED,INCOMPLETE,Unexpected high number of sync pings, ---,P1,normal
1296560,Firefox,Sync,chiovolonit,RESOLVED,WORKSFORME,Interrupting a Sync with many outgoing records causes a shutdown crash, ---,P1,normal
1297325,Firefox,Sync,chiovolonit,RESOLVED,DUPLICATE,Some missing client records not reported by bookmarks validator., ---,P1,normal
1320772,Firefox,Sync,chiovolonit,RESOLVED,DUPLICATE,Atomic Uploads breaks stylishsync extension, ---,P1,normal
1400414,Firefox,Sync,chiovolonit,RESOLVED,WONTFIX,Sync's logging should do less work if we aren't going to write a log, ---,P1,normal
1402985,Firefox,Sync,chiovolonit,RESOLVED,DUPLICATE,Investigate failing SyncView, ---,P1,normal
1407067,Firefox,Sync,chiovolonit,RESOLVED,WONTFIX,Move Sync's validation and repair into a system addon, ---,P1,normal
241532,Firefox,General,chofmann,RESOLVED,WORKSFORME,Ensure that Firefox can be easily deployed at 1.0, ---,P1,normal
1439964,Firefox,Screenshots,ckerschb,RESOLVED,DUPLICATE,"The image is wrongly displayed if the ""View Image"" option is used", ---,P1,normal
1749741,Firefox,Address Bar,daisuke,RESOLVED,DUPLICATE,"The ""X"" button of the opt-in modal is only read as ""button"" using a screen reader", ---,P1,S3
1755829,Firefox,Address Bar,daisuke,RESOLVED,WORKSFORME,Update the Firefox Suggest top pick Learn More link with the final SUMO slug, ---,P1,N/A
1568990,Firefox,Security,danielleleb12,RESOLVED,DUPLICATE,Create tests for warning UI in certificate-viewer, ---,P1,normal
404109,Firefox,Toolbars and Customization,dao+bmo,RESOLVED,WONTFIX,"move the Home button to the Bookmarks toolbar, and reset toolbars for Firefox 3", ---,P1,normal
1356183,Firefox,General,dao+bmo,RESOLVED,WONTFIX,MousePosTracker should use event.clientX instead of event.screenX - window.mozInnerScreenX to avoid flushing layout, ---,P1,normal
1533286,Firefox,Theme,dao+bmo,RESOLVED,DUPLICATE,Stop using --panel-disabled-color for subviewbutton shortcuts (where the subviewbutton is also a menuitem), ---,P1,normal
1666493,Firefox,Top Sites,dao+bmo,RESOLVED,DUPLICATE,Automatically pin default top sites that send the attribution request, ---,P1,S2
1374339,Firefox,Menus,darcese,RESOLVED,WORKSFORME,Door hanger menus has visual inconsistencies, ---,P1,normal
1543436,Firefox,Messaging System,dcoates,RESOLVED,WONTFIX,Investigate different FxA targeting strategies, ---,P1,normal
1484053,Firefox,General,ddurst,RESOLVED,WORKSFORME,Frequent to perma-failing browser-chrome failures on some platforms when Gecko 63 merges to Beta on 2018-08-27, ---,P1,normal
1435077,Firefox,Session Restore,dharvey,RESOLVED,WORKSFORME,Missed tabs after restart browser, ---,P1,critical
1461658,Firefox,Site Identity,dharvey,RESOLVED,DUPLICATE,Add site identity icon when media autoplay blocked, ---,P1,normal
1462601,Firefox,Site Identity,dharvey,RESOLVED,DUPLICATE,Let user allow / block autoplay from doorhanger, ---,P1,normal
1496077,Firefox,Search,dharvey,RESOLVED,INVALID,Zip embedded WebExtensions at build time, ---,P1,normal
1541615,Firefox,Search,dharvey,RESOLVED,INVALID,Use JSONFile.jsm in xpcshell tests, ---,P1,normal
1554912,Firefox,Search,dharvey,RESOLVED,INVALID,Incorrect Client ID is displayed for the en-US builds, ---,P1,normal
1555198,Firefox,Search,dharvey,RESOLVED,WORKSFORME,The callers of buildDefaultEngineDropDown() do not await its result, ---,P1,normal
1664722,Firefox,Search,dharvey,RESOLVED,INVALID,Add telemetry to show keyword without args usage, ---,P1,S4
1667022,Firefox,Search,dharvey,RESOLVED,WONTFIX,Implement pref flip experiment to determine changes from using OS location, ---,P1,S4
1675827,Firefox,Address Bar,dharvey,RESOLVED,INVALID,QuickSuggest experiment fails if installed via drag and drop with an .xpi, ---,P1,S3
1677859,Firefox,Address Bar,dharvey,RESOLVED,DUPLICATE,Dont show url on quicksuggest results on hover, ---,P1,S3
1681850,Firefox,Address Bar,dharvey,RESOLVED,INVALID,Get browser tests running in taskcluster for quick-suggest, ---,P1,S3
1685397,Firefox,Search,dharvey,RESOLVED,DUPLICATE,Reenable browser_PermissionUI.js, ---,P1,S4
1689009,Firefox,Address Bar,dharvey,RESOLVED,DUPLICATE,Add click telemetry for wikipedia / adm quick suggest extensions, ---,P1,S4
1628453,Firefox,New Tab Page,digitalnewslab,RESOLVED,WONTFIX,Hard-code en-GB FAQ to en-GB builds, ---,P1,normal
1433264,Firefox,New Tab Page,dmosedale,RESOLVED,WORKSFORME,"New tab ""File not found"" alternating", ---,P1,normal
1459684,Firefox,Messaging System,dmosedale,RESOLVED,INVALID,move JSX files for exporting so they can be used for mc node builds, ---,P1,normal
1523357,Firefox,New Tab Page,dmosedale,RESOLVED,WONTFIX,ensure spocs are visually stable (don't get replaced/moved while user viewing/clicking), ---,P1,normal
1557414,Firefox,Messaging System,dmosedale,RESOLVED,WONTFIX,Verify that vporof's prettier patch-rewriter works with our open patch, ---,P1,normal
1567925,Firefox,Messaging System,dmosedale,RESOLVED,DUPLICATE,get activity-tream repo unit-testing displayed in treeherder, ---,P1,normal
1570766,Firefox,New Tab Page,dmosedale,RESOLVED,WORKSFORME,Using Third Party Package react-transition-group in New Tab, ---,P1,normal
1604601,Firefox,Messaging System,dmosedale,RESOLVED,INVALID,get latest key `npm audit` fixes for browser/components/newtab, ---,P1,normal
1632001,Firefox,Messaging System,dmosedale,RESOLVED,DUPLICATE,Intermittent [Tier2][perma] toolkit/components/extensions/test/browser/browser_ext_themes_ntp_colors.js | Uncaught exception - at chrome://contetest/browser/browser_ext_themes_ntp_colors.js:36 - TypeError: Window.getComputedStyle: Argument 1 is not an, ---,P1,normal
1724108,Firefox,Messaging System,dmosedale,RESOLVED,WONTFIX,target vpn promo experiment messages ONLY to those who have pressed login button, ---,P1,S2
1730975,Firefox,Messaging System,dmosedale,RESOLVED,WONTFIX,add exposure-event to captive portal vpn promo experiment if necessary, ---,P1,S3
1735627,Firefox,Messaging System,dmosedale,RESOLVED,DUPLICATE,SubDialog.jsm incorrectly gets scrollbars when contained content has borders, ---,P1,S3
1738702,Firefox,Messaging System,dmosedale,RESOLVED,DUPLICATE,"land final ""More from Mozilla"" en-US experiment strings", ---,P1,N/A
1746420,Firefox,Messaging System,dmosedale,RESOLVED,DUPLICATE,Add dismiss functionality to PBM messages, ---,P1, --
1504298,Firefox,WebPayments UI,dpino,RESOLVED,WONTFIX,Indicate required postcode/zipcode format, ---,P1,normal
1421440,Firefox,New Tab Page,edilee,RESOLVED,WONTFIX,There should not be double scrollbars when the Preferences Pane is open, ---,P1,normal
1466472,Firefox,New Tab Page,edilee,RESOLVED,WONTFIX,"2.63 - 3.51% about_preferences_basic (linux64-qr, osx-10-10, windows10-64) regression on push 0dc7bfc7b0c1de8d390cea05f0248fbadeb4d5fc (Thu May 31 2018)", ---,P1,normal
1544022,Firefox,New Tab Page,edilee,RESOLVED,WONTFIX,Adjust prerendering to work with Discovery Stream, ---,P1,normal
1595631,Firefox,Messaging System,edilee,RESOLVED,WONTFIX,Show WNP to users on dot releases again, ---,P1,normal
1728855,Firefox,Messaging System,edilee,RESOLVED,INVALID,Add optional Total Cookie Protection about:welcome screen, ---,P1, --
1746068,Firefox,Messaging System,edilee,RESOLVED,INVALID,Detect colorway attribution to change onboarding, ---,P1, --
1478006,Firefox,Protections UI,ehsan.akhgari,RESOLVED,INVALID,Remove support for parent process callers from AddFirstPartyStorageAccessGrantedFor(), ---,P1,normal
1493357,Firefox,Protections UI,ehsan.akhgari,RESOLVED,DUPLICATE,Disable Protection button disables blocking all third-party cookies on mobile, ---,P1,normal
1605400,Firefox,Messaging System,emcminn,RESOLVED,DUPLICATE,Set up message overrides for WNPanel test messages, ---,P1,normal
1610650,Firefox,Messaging System,emcminn,RESOLVED,DUPLICATE,Update forceShowMessage in ToolbarPanelHub to handle a single message, ---,P1,normal
1616948,Firefox,Messaging System,emcminn,RESOLVED,WONTFIX,Implement basic HeroText component, ---,P1,normal
1622928,Firefox,Messaging System,emcminn,RESOLVED,DUPLICATE,Implement xpcshell tests for AboutWelcomeParent and AboutWelcomeChild, ---,P1,normal
1641651,Firefox,Messaging System,emcminn,RESOLVED,INVALID,MultiStage about:welcome should be using Metropolis font-family, ---,P1, --
1655091,Firefox,Messaging System,emcminn,RESOLVED,INVALID,Multistage about:welcome - Update FTL string ID, ---,P1, --
1661784,Firefox,Messaging System,emcminn,RESOLVED,WONTFIX,"Implement clickable ""step"" indicators for multistage about:welcome", ---,P1, --
1666636,Firefox,Messaging System,emcminn,RESOLVED,WONTFIX,"Clickable ""step"" indicators for multistage about:welcome: a11y implementation", ---,P1, --
1673733,Firefox,Messaging System,emcminn,RESOLVED,DUPLICATE,"WNPanel devtools ""Open What's New Panel"" and ""Render Selected Messages"" buttons aren't working", ---,P1,S3
1724019,Firefox,Messaging System,emcminn,RESOLVED,WONTFIX,Update about:private browsing UX to be more discreet (CSS), ---,P1,S3
1725977,Firefox,Messaging System,emcminn,RESOLVED,WONTFIX,"Remove the unused ""below search"" branch of the about:privatebrowsing page", ---,P1,S3
1458426,Firefox,Preferences,emilio,RESOLVED,WORKSFORME,Overriding colors makes Preferences lists less usable (option under cursor is white-on-white), ---,P1,normal
1685388,Firefox,Screenshots,emmamalysz,RESOLVED,WORKSFORME,"""Take a Screenshot"" doesn't work in debug builds", ---,P1, --
1505814,Firefox,Search,enndeakin,RESOLVED,DUPLICATE,Switch to use a helper nsIObserver in search-one-off, ---,P1,normal
1692081,Firefox,Menus,enndeakin,RESOLVED,WORKSFORME,Menu/submenu positioning is misaligned, ---,P1,N/A
1319457,Firefox,Sync,eoger,RESOLVED,DUPLICATE,Remove leftover syncQuota files, ---,P1,normal
1372419,Firefox,Sync,eoger,RESOLVED,DUPLICATE,"Always show ""Send Tab/Page/Link to Device"" in the context menu", ---,P1,normal
1568979,Firefox,Sync,eoger,RESOLVED,WORKSFORME,Rename Logins datatype to Logins and Passwords, ---,P1,normal
1509375,Firefox,Protections UI,ericaewright,RESOLVED,INVALID,Add a new pref for turning off all of the visible UI differences that result from turning on default cookie restrictions, ---,P1,normal
1561409,Firefox,Protections UI,ericaewright,RESOLVED,INVALID,Change order events are recorded in protections dashboard, ---,P1,normal
1572564,Firefox,Protections UI,ericaewright,RESOLVED,WORKSFORME,tab order in protections pop-up panel is wrong, ---,P1,normal
1582430,Firefox,Protections UI,ericaewright,RESOLVED,DUPLICATE,"The button's text ""Protection Level is set to <whichever>"" overlaps the ""gear"" icon.", ---,P1,normal
1628489,Firefox,Preferences,ericaewright,RESOLVED,INVALID,Code cleanup Preference#privacy, ---,P1,normal
1689198,Firefox,New Tab Page,ericaewright,RESOLVED,INVALID,Properly Bundle newtab nits, ---,P1, --
1360524,Firefox,Preferences,evan,RESOLVED,WONTFIX,"""Search"" field remain focused after introducing text in ""Search"" field and pressing ""Enter""", ---,P1,normal
1363728,Firefox,Preferences,evan,RESOLVED,WONTFIX,Should remove the search field's focus after clicking outside of the search field, ---,P1,normal
1368947,Firefox,Preferences,evan,RESOLVED,DUPLICATE,"""Check for updates"" button is not displayed after searching for ""update"" in search field", ---,P1,normal
1379549,Firefox,Preferences,evan,RESOLVED,DUPLICATE,The description items should follow the visual update, ---,P1,normal
1383702,Firefox,Preferences,evan,RESOLVED,INVALID,"General ""Home page"" it's not displayed with title case", ---,P1,normal
1384068,Firefox,Preferences,evan,RESOLVED,DUPLICATE,Wrong Change search settings redirection from about:newtab and about:home after preferences v2 reorg, ---,P1,normal
1386531,Firefox,Preferences,evan,RESOLVED,DUPLICATE,Add smile/sad face image for the default browser setting, ---,P1,normal
1386536,Firefox,Preferences,evan,RESOLVED,DUPLICATE,"Remove the divider of ""Search Results"" header", ---,P1,normal
1270653,Firefox,General,felipc,RESOLVED,DUPLICATE,Remove submit feedback option when changing e10s preference, ---,P1,normal
1301131,Firefox,Tabbed Browser,felipc,RESOLVED,WONTFIX,Disable e10s if the user sees the big tab spinner too much, ---,P1,normal
1333510,Firefox,Extension Compatibility,felipc,RESOLVED,DUPLICATE,Fix targeting order in Release 51 system add-on, ---,P1,normal
1357016,Firefox,General,fischer.json,RESOLVED,DUPLICATE,Should open the specific tour in the onBoarding overlay when clicking the notification for that specific tour, ---,P1,normal
1357033,Firefox,General,fischer.json,RESOLVED,DUPLICATE,Should mark Add-on tour as completed after user clicks the call to action button in tour, ---,P1,normal
1357037,Firefox,General,fischer.json,RESOLVED,DUPLICATE,Should mark One-off Search tour as completed after user clicks the call to action button in tour, ---,P1,normal
1357041,Firefox,General,fischer.json,RESOLVED,DUPLICATE,Should highlight the customize button in the hamburger menu while navigating to the Customize Firefox onBoarding tour, ---,P1,normal
1357050,Firefox,General,fischer.json,RESOLVED,DUPLICATE,Should mark Private Browsing tour as completed after user clicks private-browsing tour action button, ---,P1,normal
1357056,Firefox,General,fischer.json,RESOLVED,DUPLICATE,Should not display the notification bar if user completed all the tours, ---,P1,normal
1377496,Firefox,General,fischer.json,RESOLVED,DUPLICATE,Tours(onboarding-notification-bar)  re-appears when open about:home despite having closed it with a close button in the past, ---,P1,normal
1379596,Firefox,General,fischer.json,RESOLVED,DUPLICATE,"Intermittent browser/extensions/onboarding/test/browser/browser_onboarding_notification.js | This test exceeded the timeout threshold. It should be rewritten or split up. If that's not possible, use requestLongerTimeout(N), but only as a last resort. -", ---,P1,normal
1382554,Firefox,General,fischer.json,RESOLVED,DUPLICATE,Intermittent: The onboarding overlay welcome message bubble would wrap with min-width: 100px, ---,P1,normal
1382700,Firefox,Tours,fischer.json,RESOLVED,DUPLICATE,UITour lacks the `hideMenu` api support for the single search bar (urlbar) dropdown menu, ---,P1,normal
1392471,Firefox,New Tab Page,fischer.json,RESOLVED,DUPLICATE,[Onboarding] show blue dot instead of speech bubble when notification is shown, ---,P1,normal
1447719,Firefox,General,florian,RESOLVED,DUPLICATE,Set browser.startup.blankWindow to true on Windows and Linux, ---,P1,normal
1393628,Firefox,Protections UI,francois,RESOLVED,WONTFIX,Staged roll-out of full TP preferences in release 57, ---,P1,normal
1394003,Firefox,Protections UI,francois,RESOLVED,WONTFIX,Add a telemetry probe to monitor privacy.trackingprotection.ui.enabled, ---,P1,normal
1357039,Firefox,General,gasolin,RESOLVED,DUPLICATE,Should add the Customize Firefox tour in the onBoarding overlay, ---,P1,normal
1357051,Firefox,General,gasolin,RESOLVED,DUPLICATE,Should add the Default Browser tour in the onBoarding overlay, ---,P1,normal
1357497,Firefox,General,gasolin,RESOLVED,DUPLICATE,Autoimport Redesign Based off of usertesting.com results, ---,P1,normal
1374496,Firefox,New Tab Page,gasolin,RESOLVED,WONTFIX,Search suggestions tip overlaps the onboarding fox icon, ---,P1,normal
1376337,Firefox,New Tab Page,gasolin,RESOLVED,DUPLICATE,The menu wont disappear when the onboarding tour overlay is closed, ---,P1,normal
